data_year,offense_code,offense_id
2019,Aggravated Assault,135932905
2019,Aggravated Assault,135929840
2019,Aggravated Assault,135933858
2019,Aggravated Assault,135976433
2019,Aggravated Assault,135967455
2019,Aggravated Assault,135971820
2019,Rape,146018470
2019,Aggravated Assault,138370054
2019,Aggravated Assault,138376622
2019,Aggravated Assault,138372347
2019,Aggravated Assault,138372592
2019,Aggravated Assault,138371128
2019,Murder and Nonnegligent Manslaughter,138381154
2019,Aggravated Assault,138381193
2019,Robbery,138377490
2019,Aggravated Assault,138377580
2019,Robbery,138381459
2019,Aggravated Assault,138381553
2019,Robbery,141740500
2019,Aggravated Assault,138377828
2019,Aggravated Assault,138377904
2019,Robbery,138381966
2019,Rape,138377942
2019,Rape,146009371
2019,Robbery,146009449
2019,Rape,146009521
2019,Rape,146011075
2019,Murder and Nonnegligent Manslaughter,146014291
2019,Rape,146016199
2019,Aggravated Assault,146016751
2019,Robbery,146015195
2019,Aggravated Assault,137977637
2019,Aggravated Assault,137969421
2019,Robbery,137969419
2019,Aggravated Assault,137974002
2019,Aggravated Assault,137974272
2019,Aggravated Assault,137974289
2019,Aggravated Assault,137970450
2019,Aggravated Assault,137981257
2019,Aggravated Assault,135557457
2019,Aggravated Assault,135683536
2019,Robbery,135686594
2019,Aggravated Assault,135686115
2019,Aggravated Assault,135941487
2019,Aggravated Assault,135693781
2019,Robbery,135699952
2019,Aggravated Assault,135700047
2019,Robbery,135700093
2019,Robbery,135694088
2019,Robbery,135700270
2019,Aggravated Assault,135700279
2019,Robbery,135694129
2019,Aggravated Assault,135694250
2019,Aggravated Assault,135700569
2019,Aggravated Assault,135700631
2019,Aggravated Assault,135701168
2019,Aggravated Assault,135701299
2019,Robbery,135701444
2019,Robbery,135701688
2019,Aggravated Assault,135701789
2019,Aggravated Assault,135701898
2019,Aggravated Assault,135696081
2019,Aggravated Assault,135702596
2019,Robbery,135702630
2019,Robbery,136058904
2019,Aggravated Assault,136054670
2019,Robbery,136059329
2019,Robbery,136062822
2019,Robbery,136054905
2019,Robbery,136059627
2019,Aggravated Assault,137991156
2019,Aggravated Assault,137991268
2019,Aggravated Assault,140506917
2019,Aggravated Assault,137988313
2019,Aggravated Assault,137992748
2019,Aggravated Assault,137984864
2019,Aggravated Assault,140502580
2019,Robbery,140502604
2019,Rape,140511963
2019,Rape,140507308
2019,Robbery,138053573
2019,Aggravated Assault,138053589
2019,Aggravated Assault,138053594
2019,Robbery,138053607
2019,Robbery,138053608
2019,Aggravated Assault,138053612
2019,Robbery,138053630
2019,Aggravated Assault,138053640
2019,Robbery,138053663
2019,Aggravated Assault,138053672
2019,Robbery,138053677
2019,Robbery,138062273
2019,Robbery,138053702
2019,Robbery,138053711
2019,Aggravated Assault,138053713
2019,Aggravated Assault,138053726
2019,Murder and Nonnegligent Manslaughter,138053728
2019,Robbery,138053730
2019,Aggravated Assault,138053738
2019,Rape,136063656
2019,Aggravated Assault,136055924
2019,Aggravated Assault,136063910
2019,Rape,136063976
2019,Robbery,136071170
2019,Robbery,136064187
2019,Aggravated Assault,136071393
2019,Aggravated Assault,136066589
2019,Aggravated Assault,136066769
2019,Aggravated Assault,136071741
2019,Aggravated Assault,136064538
2019,Robbery,136036117
2019,Robbery,136057520
2019,Rape,136061500
2019,Aggravated Assault,136057786
2019,Aggravated Assault,136057845
2019,Robbery,136061594
2019,Robbery,136057917
2019,Aggravated Assault,136058076
2019,Robbery,136061791
2019,Aggravated Assault,136061856
2019,Robbery,136053681
2019,Aggravated Assault,136058309
2019,Aggravated Assault,136053730
2019,Aggravated Assault,136053735
2019,Robbery,136058361
2019,Aggravated Assault,136062497
2019,Aggravated Assault,136062527
2019,Aggravated Assault,136059360
2019,Robbery,136059455
2019,Robbery,136054934
2019,Robbery,136059704
2019,Aggravated Assault,136063037
2019,Aggravated Assault,136060276
2019,Aggravated Assault,143641031
2019,Aggravated Assault,143641043
2019,Aggravated Assault,138053750
2019,Aggravated Assault,138053783
2019,Aggravated Assault,138406033
2019,Robbery,138406086
2019,Rape,138398823
2019,Aggravated Assault,138409091
2019,Aggravated Assault,138411684
2019,Rape,138410621
2019,Aggravated Assault,138399826
2019,Robbery,146018825
2019,Aggravated Assault,146018838
2019,Robbery,146018893
2019,Robbery,146015415
2019,Aggravated Assault,146015527
2019,Murder and Nonnegligent Manslaughter,146021675
2019,Rape,146009505
2019,Robbery,146009506
2019,Robbery,146011891
2019,Aggravated Assault,146011926
2019,Robbery,146012039
2019,Robbery,146009677
2019,Murder and Nonnegligent Manslaughter,146009706
2019,Robbery,146009707
2019,Robbery,146009806
2019,Aggravated Assault,137981936
2019,Robbery,137992571
2019,Aggravated Assault,137988871
2019,Aggravated Assault,137992944
2019,Aggravated Assault,137992947
2019,Aggravated Assault,137985275
2019,Aggravated Assault,138046145
2019,Rape,138040181
2019,Aggravated Assault,138409004
2019,Robbery,138399043
2019,Aggravated Assault,138399087
2019,Murder and Nonnegligent Manslaughter,138409221
2019,Aggravated Assault,138409222
2019,Rape,138399339
2019,Aggravated Assault,138399702
2019,Aggravated Assault,138413152
2019,Robbery,138400086
2019,Aggravated Assault,138400322
2019,Rape,138417278
2019,Aggravated Assault,138400694
2019,Rape,138417944
2019,Aggravated Assault,135488307
2019,Aggravated Assault,135484746
2019,Robbery,135488425
2019,Rape,136006993
2019,Rape,136005133
2019,Aggravated Assault,136012039
2019,Aggravated Assault,136012187
2019,Aggravated Assault,136012268
2019,Aggravated Assault,136006048
2019,Aggravated Assault,136008356
2019,Aggravated Assault,136008759
2019,Aggravated Assault,136014588
2019,Robbery,136014649
2019,Aggravated Assault,136009101
2019,Aggravated Assault,136009128
2019,Aggravated Assault,135934287
2019,Aggravated Assault,135934417
2019,Aggravated Assault,135937269
2019,Aggravated Assault,135941455
2019,Robbery,135941614
2019,Robbery,135935658
2019,Robbery,135935787
2019,Robbery,135937837
2019,Robbery,135946313
2019,Aggravated Assault,135946488
2019,Robbery,135942795
2019,Aggravated Assault,135942910
2019,Rape,148705721
2019,Robbery,148716643
2019,Robbery,148716644
2019,Aggravated Assault,148706129
